DESCRIP,STOCK,FECHA,HORA,ANTES,CANTID,DESPUES,NUT,OBS,CODIGO,TIPO,NUMERO,NOM_PROV,VENDEDOR
MESIGYNA SYR iny.IM ax1 ml,2.0,2026-03-07,18:06:44,0.0,2.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,3299632,COMPRA,0014-24729154,ASOPROFARMA,64.0
MESIGYNA SYR iny.IM ax1 ml,,,,,,,99999999,,3299632,Fin,,,
YASMINELLE Cmp.recx28,2.0,2026-03-07,11:15:48,1.0,1.0,2.0,1102473,Fp: 07/03/26 Ff: 07/03/26,5499682,COMPRA,0014-24723889,ASOPROFARMA,118.0
YASMINELLE Cmp.recx28,,,,,,,99999999,,5499682,Fin,,,
MEDEX PASTILLAS Cmp.desleible,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9905295,COMPRA,0014-24729154,ASOPROFARMA,64.0
MEDEX PASTILLAS Cmp.desleible,,,,,,,99999999,,9905295,Fin,,,
MOPERIDONA AF gtsx20 ml,2.0,2026-03-07,10:20:43,0.0,2.0,2.0,1102401,Fp: 07/03/26 Ff: 06/03/26,2813372,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
MOPERIDONA AF gtsx20 ml,,,,,,,99999999,,2813372,Fin,,,
ARTRAIT 15 mg Cmp.ranx4,2.0,2026-03-07,10:42:06,1.0,1.0,2.0,1102431,Fp: 07/03/26 Ff: 07/03/26,5488391,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ARTRAIT 15 mg Cmp.ranx4,,,,,,,99999999,,5488391,Fin,,,
DICLOGESIC 75 mg Cmp.recx15,1.0,2026-03-07,11:52:19,1.0,-1.0,0.0,1102512,MM: MP335525 Af: 1504987402070,3743721,Venta,TK 925146,,218.0
DICLOGESIC 75 mg Cmp.recx15,,,,,,,99999999,,3743721,Fin,,,
DICLOGESIC PLUS B12 compx10,1.0,2026-03-07,11:47:41,2.0,-1.0,1.0,1102506,MM: MP335525 Af: 1504987402070,5523841,Venta,TK 925140,,218.0
DICLOGESIC PLUS B12 compx10,,,,,,,99999999,,5523841,Fin,,,
FLUXAP 20 mg Cmp.recx30,1.0,2026-03-07,14:52:41,1.0,-1.0,0.0,1102628,MM: MP335617 Af: 150241077109/,6339841,Venta,TK 925254,,13.0
FLUXAP 20 mg Cmp.recx30,,,,,,,99999999,,6339841,Fin,,,
ORAVIL CB cáps.blanda x1,3.0,2026-03-07,11:40:31,3.0,-1.0,2.0,1102502,MM: MP446841 Af: 1401347526070,6404972,Venta,TK 925136,,121.0
ORAVIL CB cáps.blanda x1,3.0,2026-03-07,11:15:48,2.0,1.0,3.0,1102473,Fp: 07/03/26 Ff: 07/03/26,6404972,COMPRA,0014-24723889,ASOPROFARMA,118.0
ORAVIL CB cáps.blanda x1,,,,,,,99999999,,6404972,Fin,,,
ORAVIL CB cáps.Bld x2,2.0,2026-03-07,09:48:38,2.0,-1.0,1.0,1102374,MM: MP335617 Af: 140087997000/,6404971,Venta,TK 925026,,119.0
ORAVIL CB cáps.Bld x2,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6404971,COMPRA,0014-24729154,ASOPROFARMA,64.0
ORAVIL CB cáps.Bld x2,,,,,,,99999999,,6404971,Fin,,,
FERRANIN Cmp.recx30,1.0,2026-03-07,18:30:41,1.0,-1.0,0.0,1102738,MM: MN163917 Af: 2306115-01,3790415,Venta,TK 925353,,64.0
FERRANIN Cmp.recx30,,,,,,,99999999,,3790415,Fin,,,
TOTAL MAGNE ANTIOX Cmp.recx30,1.0,2026-03-07,10:54:34,-1.0,1.0,0.0,1102455,Fp: 06/03/26 Ff: 06/03/26,4410802,COMPRA,0006-08266848,DROGUERIA DISVAL SRL,118.0
TOTAL MAGNE ANTIOX Cmp.recx30,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26,4410802,COMPRA,0014-24723889,ASOPROFARMA,118.0
TOTAL MAGNE ANTIOX Cmp.recx30,,,,,,,99999999,,4410802,Fin,,,
TOTAL MAGNE Cmp.recx30,3.0,2026-03-07,11:15:48,2.0,1.0,3.0,1102473,Fp: 07/03/26 Ff: 07/03/26,3677151,COMPRA,0014-24723889,ASOPROFARMA,118.0
TOTAL MAGNE Cmp.recx30,,,,,,,99999999,,3677151,Fin,,,
UROCONT capsx30,1.0,2026-03-07,11:23:24,0.0,1.0,1.0,1102484,Fp: 07/03/26 Ff: 07/03/26,6189971,COMPRA,0014-24723889,ASOPROFARMA,118.0
UROCONT capsx30,,,,,,,99999999,,6189971,Fin,,,
ALERGIANO 10 mg Cmp.recx10,119.0,2026-03-07,12:27:42,122.0,-1.0,121.0,1102550,MM:  Af:,9940150,Venta,TK 925182,,121.0
ALERGIANO 10 mg Cmp.recx10,119.0,2026-03-07,13:18:03,121.0,-1.0,120.0,1102586,MM:  Af:,9940150,Venta,TK 925213,,121.0
ALERGIANO 10 mg Cmp.recx10,,,,,,,99999999,,9940150,Fin,,,
MEDIFUNGOL crx20 g,16.0,2026-03-07,10:43:21,17.0,-1.0,16.0,1102438,MM:  Af:,4624141,Venta,TK 925079,,119.0
MEDIFUNGOL crx20 g,,,,,,,99999999,,4624141,Fin,,,
NOBACTAM CLAV 2 Cmp.recx14,43.0,2026-03-07,15:54:11,46.0,-1.0,45.0,1102655,MM: 0 Af: 022609250003,5284413,Venta,TK 925281,,27.0
NOBACTAM CLAV 2 Cmp.recx14,,,,,,,99999999,,5284413,Fin,,,
OVULOL UD 1.5 mg compx1,29.0,2026-03-07,20:16:32,30.0,-1.0,29.0,1102791,MM:  Af:,5573261,Venta,TK 925403,,27.0
OVULOL UD 1.5 mg compx1,,,,,,,99999999,,5573261,Fin,,,
RHINAL gtsx30 ml,116.0,2026-03-07,11:35:48,117.0,-1.0,116.0,1102495,MM:  Af:,4291272,Venta,TK 925129,,13.0
RHINAL gtsx30 ml,,,,,,,99999999,,4291272,Fin,,,
SINDOL  VL 400 mg caps.Bld x10,27.0,2026-03-07,16:14:47,29.0,-1.0,28.0,1102665,MM:  Af:,9941571,Venta,TK 925290,,22.0
SINDOL  VL 400 mg caps.Bld x10,,,,,,,99999999,,9941571,Fin,,,
SINDOL  VL 400 mg caps.Bld x20,25.0,2026-03-07,14:59:24,26.0,-1.0,25.0,1102633,MM:  Af:,9943906,Venta,TK 925259,,22.0
SINDOL  VL 400 mg caps.Bld x20,,,,,,,99999999,,9943906,Fin,,,
SINDOL 600 600 mg caps.Bld x20,16.0,2026-03-07,19:20:24,17.0,-1.0,16.0,1102762,MM:  Af:,5747552,Venta,TK 925376,,64.0
SINDOL 600 600 mg caps.Bld x20,,,,,,,99999999,,5747552,Fin,,,
VIRIPOTENS MAX 20 20 mg compx4,3.0,2026-03-07,10:42:16,4.0,-1.0,3.0,1102433,MM:  Af:,6508553,Venta,TK 925075,,41.0
VIRIPOTENS MAX 20 20 mg compx4,,,,,,,99999999,,6508553,Fin,,,
DAFLON 500 mg compx30,2.0,2026-03-07,15:25:00,2.0,-1.0,1.0,1102645,MM:  Af:,3537141,Venta,TK 925271,,22.0
DAFLON 500 mg compx30,,,,,,,99999999,,3537141,Fin,,,
NATRILIX SR 1.5 mg Cmp.recx30,2.0,2026-03-07,21:52:42,2.0,-1.0,1.0,1102825,MM: N111415 Af: 011049716,4547021,Venta,TK 925434,,239.0
NATRILIX SR 1.5 mg Cmp.recx30,2.0,2026-03-07,10:20:43,1.0,1.0,2.0,1102401,Fp: 07/03/26 Ff: 06/03/26,4547021,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
NATRILIX SR 1.5 mg Cmp.recx30,,,,,,,99999999,,4547021,Fin,,,
VASTAREL LP compx60,3.0,2026-03-07,11:15:48,2.0,1.0,3.0,1102473,Fp: 07/03/26 Ff: 07/03/26,5182391,COMPRA,0014-24723889,ASOPROFARMA,118.0
VASTAREL LP compx60,,,,,,,99999999,,5182391,Fin,,,
ALIVIAFLEB 500 mg compx30,11.0,2026-03-07,10:33:10,13.0,-1.0,12.0,1102421,MM: 111469 Af:,6208711,Venta,TK 925065,,121.0
ALIVIAFLEB 500 mg compx30,,,,,,,99999999,,6208711,Fin,,,
ALIVIAFLEB 500 mg compx60,0.0,2026-03-07,10:31:38,0.0,-1.0,-1.0,1102420,MM: MP331472 Af: 150791466203/,6208712,Venta Con Vale!,TK 925064,,119.0
ALIVIAFLEB 500 mg compx60,0.0,2026-03-07,12:48:31,-1.0,-1.0,-2.0,1102571,MM: MP334429 Af: 150324479801/,6208712,Venta Con Vale!,TK 925203,,119.0
ALIVIAFLEB 500 mg compx60,,,,,,,99999999,,6208712,Fin,,,
ALIVIAPRES sol.oftx5 ml,0.0,2026-03-07,20:32:52,1.0,-1.0,0.0,1102798,MM: MP336512 Af: 1504570140070,5569001,Venta,TK 925410,,239.0
ALIVIAPRES sol.oftx5 ml,,,,,,,99999999,,5569001,Fin,,,
DENCILOX 100 mg compx30,6.0,2026-03-07,10:33:10,7.0,-1.0,6.0,1102421,MM: 111469 Af:,5475551,Venta,TK 925065,,121.0
DENCILOX 100 mg compx30,,,,,,,99999999,,5475551,Fin,,,
DENVERPROST 0.4 mg cáps.lib.co,1.0,2026-03-07,11:31:21,3.0,-1.0,2.0,1102492,MM: MP333658 Af: 150883933002/,6209421,Venta,TK 925127,,236.0
DENVERPROST 0.4 mg cáps.lib.co,,,,,,,99999999,,6209421,Fin,,,
ESPIRONOLACTONA 25 mg compx30,17.0,2026-03-07,09:55:07,21.0,-1.0,20.0,1102380,MM: MP33734 Af: 140206516402/0,4996801,Venta,TK 925031,,121.0
ESPIRONOLACTONA 25 mg compx30,17.0,2026-03-07,11:31:21,20.0,-1.0,19.0,1102492,MM: MP333658 Af: 150883933002/,4996801,Venta,TK 925127,,236.0
ESPIRONOLACTONA 25 mg compx30,17.0,2026-03-07,13:21:09,19.0,-1.0,18.0,1102588,MM: MP53360 Af: 150235630708/0,4996801,Venta,TK 925215,,218.0
ESPIRONOLACTONA 25 mg compx30,17.0,2026-03-07,14:16:19,18.0,-1.0,17.0,1102615,MM:  Af:,4996801,Venta,TK 925241,,22.0
ESPIRONOLACTONA 25 mg compx30,,,,,,,99999999,,4996801,Fin,,,
LIPOSTOP 10 mg compx30,7.0,2026-03-07,10:42:16,15.0,-1.0,14.0,1102432,MM: MN82433 Af: 014807530110,5354261,Venta,TK 925074,,121.0
LIPOSTOP 10 mg compx30,7.0,2026-03-07,12:45:48,14.0,-1.0,13.0,1102568,MM: MP339089 Af: 150324479801/,5354261,Venta,TK 925200,,119.0
LIPOSTOP 10 mg compx30,7.0,2026-03-07,19:17:56,13.0,-1.0,12.0,1102760,MM: MP52443 Af: 216223916600,5354261,Venta,TK 925374,,239.0
LIPOSTOP 10 mg compx30,,,,,,,99999999,,5354261,Fin,,,
LIPOSTOP 20 mg compx30,0.0,2026-03-07,09:48:38,3.0,-1.0,2.0,1102374,MM: MP335617 Af: 140087997000/,5354391,Venta,TK 925026,,119.0
LIPOSTOP 20 mg compx30,0.0,2026-03-07,09:59:12,2.0,-1.0,1.0,1102382,MM: MP33734 Af: 140206516402/0,5354391,Venta,TK 925033,,121.0
LIPOSTOP 20 mg compx30,,,,,,,99999999,,5354391,Fin,,,
NEBIVOLOL 5 mg compx28,6.0,2026-03-07,09:59:12,7.0,-1.0,6.0,1102382,MM: MP33734 Af: 140206516402/0,6348681,Venta,TK 925033,,121.0
NEBIVOLOL 5 mg compx28,,,,,,,99999999,,6348681,Fin,,,
NISTATINA susp.oral x60 ml,4.0,2026-03-07,13:38:58,5.0,-1.0,4.0,1102594,MM: MN138373 Af: 020019220111,5055691,Venta,TK 925221,,119.0
NISTATINA susp.oral x60 ml,,,,,,,99999999,,5055691,Fin,,,
NONLIPID 10 mg compx30,9.0,2026-03-07,08:28:13,14.0,-1.0,13.0,1102315,MM: MP442617 Af: 150450988101/,6296262,Venta,TK 924970,,50.0
NONLIPID 10 mg compx30,9.0,2026-03-07,08:42:37,13.0,1.0,14.0,1102322,MM:  Af:,6296262,Anulaci¢n,N1  43596,,8.0
NONLIPID 10 mg compx30,9.0,2026-03-07,20:25:24,14.0,-1.0,13.0,1102794,MM: MP336512 Af: 140925020709/,6296262,Venta,TK 925406,,239.0
NONLIPID 10 mg compx30,9.0,2026-03-07,20:55:18,13.0,-1.0,12.0,1102804,MM: MP37267 Af: 150653572506/0,6296262,Venta,TK 925416,,239.0
NONLIPID 10 mg compx30,,,,,,,99999999,,6296262,Fin,,,
OFTALDROP susp.oftx10 ml,8.0,2026-03-07,12:21:15,9.0,-1.0,8.0,1102542,MM:  Af:, 558868,Venta,TK 925174,,17.0
OFTALDROP susp.oftx10 ml,,,,,,,99999999,, 558868,Fin,,,
PIAM sol.oftx10 ml,6.0,2026-03-07,19:22:07,7.0,-1.0,6.0,1102764,MM:  Af:,5068932,Venta,TK 925377,,111.0
PIAM sol.oftx10 ml,,,,,,,99999999,,5068932,Fin,,,
SALBUDEN inhalador HFA x250 ds,168.0,2026-03-07,13:23:03,170.0,-2.0,168.0,1102589,MM: MP53360 Af: 150235630708/0,5760001,Venta,TK 925216,,218.0
SALBUDEN inhalador HFA x250 ds,,,,,,,99999999,,5760001,Fin,,,
TACICUL 50 mg Cmp.recx30,6.0,2026-03-07,08:54:48,11.0,-1.0,10.0,1102329,MM: MP550949 Af: 1507685700040,5364681,Venta,TK 924982,,50.0
TACICUL 50 mg Cmp.recx30,6.0,2026-03-07,09:55:55,10.0,-2.0,8.0,1102381,MM: MP445899 Af: 465021182202/,5364681,Venta,TK 925032,,50.0
TACICUL 50 mg Cmp.recx30,,,,,,,99999999,,5364681,Fin,,,
TACICUL D 50/12.5 mg Cmp.recx3,6.0,2026-03-07,17:32:27,8.0,-1.0,7.0,1102702,MM: MP334429 Af: 150069701301/,6331421,Venta,TK 925322,,111.0
TACICUL D 50/12.5 mg Cmp.recx3,,,,,,,99999999,,6331421,Fin,,,
TROPIOFTAL F sol.oftx5 ml,8.0,2026-03-07,12:49:55,9.0,-1.0,8.0,1102572,MM: MP339792 Af: 150324479801/,4861931,Venta,TK 925204,,119.0
TROPIOFTAL F sol.oftx5 ml,,,,,,,99999999,,4861931,Fin,,,
BEFOL FLEX Cmp.recx10,0.0,2026-03-07,10:33:10,1.0,-1.0,0.0,1102421,MM: 111469 Af:,6214421,Venta,TK 925065,,121.0
BEFOL FLEX Cmp.recx10,,,,,,,99999999,,6214421,Fin,,,
CIPROTENK 500 mg Cmp.recx10,2.0,2026-03-07,10:33:10,4.0,-2.0,2.0,1102421,MM: 111469 Af:,3694722,Venta,TK 925065,,121.0
CIPROTENK 500 mg Cmp.recx10,,,,,,,99999999,,3694722,Fin,,,
PULMONIX GRIP Cmp.recx10,20.0,2026-03-07,14:45:33,22.0,-1.0,21.0,1102626,MM:  Af:,5722131,Venta,TK 925252,,27.0
PULMONIX GRIP Cmp.recx10,20.0,2026-03-07,21:54:19,21.0,-1.0,20.0,1102826,MM:  Af:,5722131,Venta,TK 925435,,27.0
PULMONIX GRIP Cmp.recx10,,,,,,,99999999,,5722131,Fin,,,
ACLER crx20 g,0.0,2026-03-07,10:54:34,-1.0,1.0,0.0,1102455,Fp: 06/03/26 Ff: 06/03/26, 560171,COMPRA,0006-08266848,DROGUERIA DISVAL SRL,118.0
ACLER crx20 g,,,,,,,99999999,, 560171,Fin,,,
ENACCION COLAGENO COMPLEX Limo,1.0,2026-03-07,11:26:33,2.0,-1.0,1.0,1102488,MM:  Af:,9958326,Venta,TK 925123,,119.0
ENACCION COLAGENO COMPLEX Limo,,,,,,,99999999,,9958326,Fin,,,
ATOMO DESINF CLASICO pote x220,2.0,2026-03-07,10:35:06,1.0,1.0,2.0,1102423,Fp: 07/03/26 Ff: 07/03/26,9951528,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ATOMO DESINF CLASICO pote x220,,,,,,,99999999,,9951528,Fin,,,
ATOMO DESINF FORTE crx100 g,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9957630,COMPRA,0014-24729154,ASOPROFARMA,64.0
ATOMO DESINF FORTE crx100 g,,,,,,,99999999,,9957630,Fin,,,
DERCOS SHAMPOO P/LA CASPA CC S,0.0,2026-03-07,18:14:49,0.0,-1.0,-1.0,1102729,MM:  Af:,9920026,Venta Con Vale!,TK 925344,,27.0
DERCOS SHAMPOO P/LA CASPA CC S,,,,,,,99999999,,9920026,Fin,,,
INSU INSULATARD FLEXPEN HM 100,0.0,2026-03-07,11:55:38,2.0,-1.0,1.0,1102518,MM: MP335525 Af: 1504987402070,4508832,Venta,TK 925152,,218.0
INSU INSULATARD FLEXPEN HM 100,0.0,2026-03-07,12:47:38,1.0,-1.0,0.0,1102569,MM: MP331557 Af: 150486532201/,4508832,Venta,TK 925201,,218.0
INSU INSULATARD FLEXPEN HM 100,,,,,,,99999999,,4508832,Fin,,,
INSU NOVORAPID FLEXPEN 100 UI,2.0,2026-03-07,11:58:19,2.0,-1.0,1.0,1102520,MM: MP335525 Af: 1504987402070,5066791,Venta,TK 925154,,218.0
INSU NOVORAPID FLEXPEN 100 UI,2.0,2026-03-07,12:47:38,1.0,-1.0,0.0,1102569,MM: MP331557 Af: 150486532201/,5066791,Venta,TK 925201,,218.0
INSU NOVORAPID FLEXPEN 100 UI,2.0,2026-03-07,10:04:49,1.0,1.0,2.0,1102386,Fp: 07/03/26 Ff: 06/03/26,5066791,COMPRA,0150-12020546,DROGUERIA DEL SUD SA,118.0
INSU NOVORAPID FLEXPEN 100 UI,,,,,,,99999999,,5066791,Fin,,,
OZEMPIC 0.25 mg lap.prellx1.5m,0.0,2026-03-07,10:39:58,0.0,-1.0,-1.0,1102428,MM:  Af:,6600711,Venta Con Vale!,TK 925071,,17.0
OZEMPIC 0.25 mg lap.prellx1.5m,0.0,2026-03-07,17:39:09,-1.0,1.0,0.0,1102709,Fp: 07/03/26 Ff: 07/03/26,6600711,COMPRA,0004-13831093,CO.FA.LO.ZA. LTDA,64.0
OZEMPIC 0.25 mg lap.prellx1.5m,,,,,,,99999999,,6600711,Fin,,,
COMBINATER 2.5 mg Cmp. x120,0.0,2026-03-07,10:35:06,0.0,1.0,1.0,1102423,Fp: 07/03/26 Ff: 07/03/26,6732974,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
COMBINATER 2.5 mg Cmp. x120,0.0,2026-03-07,13:11:52,1.0,-1.0,0.0,1102582,Fp: 07/03/26 Ff: 07/03/26,6732974,SALE A MARIN (NP),0000-00021539,FARMACIA BUACAR,118.0
COMBINATER 2.5 mg Cmp. x120,,,,,,,99999999,,6732974,Fin,,,
DUTAPIL 0.5 mg compx60,2.0,2026-03-07,10:35:06,0.0,2.0,2.0,1102423,Fp: 07/03/26 Ff: 07/03/26,5763842,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
DUTAPIL 0.5 mg compx60,,,,,,,99999999,,5763842,Fin,,,
ESPONTAL 0.4 mg caps.lib.contx,1.0,2026-03-07,12:23:00,1.0,-1.0,0.0,1102544,MM:  Af:,5069951,Venta,TK 925176,,41.0
ESPONTAL 0.4 mg caps.lib.contx,,,,,,,99999999,,5069951,Fin,,,
ESPONTAL MAX 6mg/0.4mg compx30,1.0,2026-03-07,11:57:09,0.0,-1.0,-1.0,1102519,MM:  Af:,6651261,Venta Con Vale!,TK 925153,,17.0
ESPONTAL MAX 6mg/0.4mg compx30,1.0,2026-03-07,17:43:37,-1.0,1.0,0.0,1102710,Fp: 07/03/26 Ff: 07/03/26,6651261,COMPRA,0004-13831018,CO.FA.LO.ZA. LTDA,64.0
ESPONTAL MAX 6mg/0.4mg compx30,,,,,,,99999999,,6651261,Fin,,,
IVERTAL 6 mg compx6,1.0,2026-03-07,10:20:43,0.0,1.0,1.0,1102401,Fp: 07/03/26 Ff: 06/03/26,5583682,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
IVERTAL 6 mg compx6,,,,,,,99999999,,5583682,Fin,,,
PANALENE 0.1% gel x30 g,1.0,2026-03-07,16:37:24,1.0,-1.0,0.0,1102681,MM:  Af:,5151701,Venta,TK 925303,,27.0
PANALENE 0.1% gel x30 g,,,,,,,99999999,,5151701,Fin,,,
RIBATRA 0.05% crx50 g,1.0,2026-03-07,15:30:37,1.0,-1.0,0.0,1102648,MM:  Af:,4884542,Venta,TK 925274,,13.0
RIBATRA 0.05% crx50 g,,,,,,,99999999,,4884542,Fin,,,
SUPRALER FORTE 10 mg compx30,1.0,2026-03-07,19:11:55,1.0,-1.0,0.0,1102757,MM:  Af:,6695132,Venta,TK 925371,,111.0
SUPRALER FORTE 10 mg compx30,,,,,,,99999999,,6695132,Fin,,,
TEREKOL 250 mg compx14,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,4545041,COMPRA,0014-24729154,ASOPROFARMA,64.0
TEREKOL 250 mg compx14,,,,,,,99999999,,4545041,Fin,,,
URGISTAT 50 mg Cmp.lib.prolx30,1.0,2026-03-07,11:57:09,1.0,-1.0,0.0,1102519,MM:  Af:,6594681,Venta,TK 925153,,17.0
URGISTAT 50 mg Cmp.lib.prolx30,,,,,,,99999999,,6594681,Fin,,,
VICK  VITAPYRENA FORTE X1,293.0,2026-03-07,21:17:29,295.0,-2.0,293.0,1102813,MM:  Af:,9938122,Venta,TK 925425,,64.0
VICK  VITAPYRENA FORTE X1,,,,,,,99999999,,9938122,Fin,,,
ADERMICINA crx30 g,2.0,2026-03-07,10:33:10,2.0,-1.0,1.0,1102421,MM: 111469 Af:,  85193,Venta,TK 925065,,121.0
ADERMICINA crx30 g,2.0,2026-03-07,14:40:50,1.0,-1.0,0.0,1102625,MM: MP335617 Af: 150241077109/,  85193,Venta,TK 925251,,13.0
ADERMICINA crx30 g,2.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,  85193,COMPRA,0014-24729154,ASOPROFARMA,64.0
ADERMICINA crx30 g,,,,,,,99999999,,  85193,Fin,,,
ANEMIDOX FERRUM capsx30,2.0,2026-03-07,10:35:06,2.0,1.0,3.0,1102423,Fp: 07/03/26 Ff: 07/03/26,2457893,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
ANEMIDOX FERRUM capsx30,,,,,,,99999999,,2457893,Fin,,,
ARAMIX 10 mg Cmp.recx30,2.0,2026-03-07,10:54:34,-1.0,1.0,0.0,1102455,Fp: 06/03/26 Ff: 06/03/26,5439262,COMPRA,0006-08266848,DROGUERIA DISVAL SRL,118.0
ARAMIX 10 mg Cmp.recx30,2.0,2026-03-07,18:06:44,0.0,2.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,5439262,COMPRA,0014-24729154,ASOPROFARMA,64.0
ARAMIX 10 mg Cmp.recx30,,,,,,,99999999,,5439262,Fin,,,
BERLOFEN sol.oftx5 ml,1.0,2026-03-07,10:50:39,1.0,-1.0,0.0,1102450,MM: MP156930 Af: 150404784009/,6323681,Venta,TK 925090,,119.0
BERLOFEN sol.oftx5 ml,1.0,2026-03-07,18:06:44,0.0,1.0,1.0,1102724,Fp: 07/03/26 Ff: 07/03/26,6323681,COMPRA,0014-24729154,ASOPROFARMA,64.0
BERLOFEN sol.oftx5 ml,,,,,,,99999999,,6323681,Fin,,,
BIOGRIP PLUS compx16,1.0,2026-03-07,12:25:30,1.0,-1.0,0.0,1102545,MM:  Af:,9913589,Venta,TK 925177,,121.0
BIOGRIP PLUS compx16,,,,,,,99999999,,9913589,Fin,,,
CALADRYL crx70 g,3.0,2026-03-07,12:25:53,3.0,-1.0,2.0,1102546,MM:  Af:,9949056,Venta,TK 925178,,119.0
CALADRYL crx70 g,,,,,,,99999999,,9949056,Fin,,,
CARMIN Cmp.recx28,1.0,2026-03-07,12:36:29,1.0,-1.0,0.0,1102559,MM: MN110460 Af: 226589301,5282061,Venta,TK 925191,,236.0
CARMIN Cmp.recx28,,,,,,,99999999,,5282061,Fin,,,
CVP FLEBO Cmp.mastx30,1.0,2026-03-07,10:35:06,0.0,1.0,1.0,1102423,Fp: 07/03/26 Ff: 07/03/26,9957516,COMPRA,0306-20333291,SUIZO ARGENTINA SA,118.0
CVP FLEBO Cmp.mastx30,,,,,,,99999999,,9957516,Fin,,,
DELTISONA B 8 mg compx20,4.0,2026-03-07,13:16:43,5.0,-1.0,4.0,1102585,MM: MP71336 Af: 150971584201/0, 520852,Venta,TK 925212,,121.0
DELTISONA B 8 mg compx20,,,,,,,99999999,, 520852,Fin,,,
DIVINA Cmp.recx28,3.0,2026-03-07,12:26:19,3.0,-2.0,1.0,1102548,MM: MN177780 Af: 23308607674/0,5261821,Venta,TK 925180,,13.0
DIVINA Cmp.recx28,,,,,,,99999999,,5261821,Fin,,,
EUTHYROX 200 mcg Cmp.birranx50,1.0,2026-03-07,10:20:43,0.0,1.0,1.0,1102401,Fp: 07/03/26 Ff: 06/03/26,5009571,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
EUTHYROX 200 mcg Cmp.birranx50,,,,,,,99999999,,5009571,Fin,,,
EUTHYROX 50 mcg Cmp.birranx50,3.0,2026-03-07,11:27:26,3.0,-1.0,2.0,1102490,MM: MP334429 Af: 150619114801/,4299371,Venta,TK 925125,,13.0
EUTHYROX 50 mcg Cmp.birranx50,,,,,,,99999999,,4299371,Fin,,,
EUTHYROX 88 mcg Cmp.birranx50,1.0,2026-03-07,20:57:10,2.0,-1.0,1.0,1102806,MM: MP37267 Af: 150653572506/0,5752421,Venta,TK 925418,,239.0
EUTHYROX 88 mcg Cmp.birranx50,,,,,,,99999999,,5752421,Fin,,,
EVACOPA copa menstrual x1,2.0,2026-03-07,10:25:49,2.0,-1.0,1.0,1102413,MM:  Af:,9957092,Venta,TK 925058,,50.0
EVACOPA copa menstrual x1,2.0,2026-03-07,20:15:12,2.0,-1.0,1.0,1102790,MM:  Af:,9957092,Venta,TK 925402,,27.0
EVACOPA copa menstrual x1,2.0,2026-03-07,18:06:44,1.0,1.0,2.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9957092,COMPRA,0014-24729154,ASOPROFARMA,64.0
EVACOPA copa menstrual x1,,,,,,,99999999,,9957092,Fin,,,
EVAGINA gel pomo x50 ml,3.0,2026-03-07,10:20:43,0.0,3.0,3.0,1102401,Fp: 07/03/26 Ff: 06/03/26,9959268,COMPRA,0150-12020545,DROGUERIA DEL SUD SA,118.0
EVAGINA gel pomo x50 ml,,,,,,,99999999,,9959268,Fin,,,
EVATEST CLASSIC env.x 1,5.0,2026-03-07,12:32:08,6.0,-1.0,5.0,1102557,MM:  Af:,9949055,Venta,TK 925189,,17.0
EVATEST CLASSIC env.x 1,5.0,2026-03-07,15:04:48,5.0,-1.0,4.0,1102637,MM:  Af:,9949055,Venta,TK 925263,,22.0
EVATEST CLASSIC env.x 1,,,,,,,99999999,,9949055,Fin,,,
EVATEST CLASSIC pack x2,4.0,2026-03-07,18:06:44,1.0,2.0,3.0,1102724,Fp: 07/03/26 Ff: 07/03/26,9952178,COMPRA,0014-24729154,ASOPROFARMA,64.0
EVATEST CLASSIC pack x2,,,,,,,99999999,,9952178,Fin,,,
EVRA parches transdérmicos x3,2.0,2026-03-07,15:18:55,2.0,-1.0,1.0,1102641,MM: P337672 Af: 894960,5111011,Venta,TK 925267,,22.0
EVRA parches transdérmicos x3,,,,,,,99999999,,5111011,Fin,,,
FEMEXIN 28 compx28,2.0,2026-03-07,18:39:46,2.0,-1.0,1.0,1102742,MM:  Af:,4744372,Venta,TK 925356,,27.0
